antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.02300438464772659,0.03675896450237252,0.020481710613250045,0.8903394255874674,24.221014863734876,1.0,0.01963609325458534,8.783840871323603,0.9812874524086909,0.5214067278287462,0.8861545860576008,0.7237644840355637
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.03675896450237252,0.02300438464772659,0.020481710613250045,0.55718954248366,24.221014863734872,1.0,0.01963609325458534,2.2063517217549493,0.9952997256893288,0.5214067278287462,0.5467631066525548,0.7237644840355637
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.029611388071355636,0.02859030572406751,0.020481710613250045,0.691683569979716,24.19294066510986,1.0,0.01963511197537598,3.150690653144965,0.987919289856451,0.5429936305732486,0.6826092720331597,0.7040350623007824
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.02859030572406751,0.029611388071355636,0.020481710613250045,0.7163865546218487,24.19294066510986,1.0,0.01963511197537598,3.421518365022479,0.9868808537018996,0.5429936305732486,0.7077320963047264,0.7040350623007824
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.029611388071355636,0.03675896450237252,0.02426572166496486,0.8194726166328601,22.29313659202694,1.0,0.023177237701983922,5.3357059606778705,0.9842893177656463,0.5763195435092724,0.812583375588981,0.7398016677935542
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03675896450237252,0.029611388071355636,0.02426572166496486,0.6601307189542484,22.29313659202694,1.0,0.023177237701983922,2.855181877405434,0.9915930796172465,0.5763195435092724,0.6497596149956227,0.7398016677935542
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.02426572166496486,0.04072316655654994,0.020481710613250045,0.8440594059405941,20.72676260988931,1.0,0.0194935335882728,6.151553027161175,0.975422530189754,0.46018893387314447,0.8374394245510582,0.6735046292239844
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.04072316655654994,0.02426572166496486,0.020481710613250045,0.5029498525073747,20.72676260988931,1.0,0.0194935335882728,1.9630499724366584,0.9921569721953887,0.46018893387314447,0.4905886176913069,0.6735046292239844
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.04072316655654994,0.03675896450237252,0.02859030572406751,0.7020648967551623,19.099147820386758,1.0,0.027093364290191088,3.233056544888077,0.9878708731003516,0.5847665847665847,0.6906951715455943,0.7399213372664699
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03675896450237252,0.04072316655654994,0.02859030572406751,0.7777777777777777,19.099147820386754,1.0,0.027093364290191088,4.316745750495524,0.9838053073695651,0.5847665847665847,0.7683440124113844,0.7399213372664699
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.029611388071355636,0.04072316655654994,0.02300438464772659,0.7768762677484787,19.077010297558147,1.0,0.02179851515932614,4.2993043535238264,0.9764962955828195,0.4860406091370558,0.7674042315286721,0.6708865114553604
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04072316655654994,0.029611388071355636,0.02300438464772659,0.5648967551622419,19.077010297558147,1.0,0.02179851515932614,2.230249080974986,0.9878075356230689,0.4860406091370558,0.5516195888026841,0.6708865114553604
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.044567241275752296,0.037659919514685565,0.02750915970929185,0.6172506738544474,16.390121960131893,1.0,0.025830760989855445,2.5142828863383917,0.9827877814908325,0.5027442371020857,0.6022722799277678,0.6738565968953258
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.037659919514685565,0.044567241275752296,0.02750915970929185,0.7304625199362041,16.39012196013189,1.0,0.025830760989855445,3.544712069349724,0.9757336936821043,0.5027442371020857,0.717889639430305,0.6738565968953258
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.04552825995555289,0.04144393056640038,0.027268905039341703,0.5989445910290238,14.451925356582924,1.0,0.025382034994934743,2.390083883653515,0.9752044281846289,0.4567404426559357,0.58160464290007,0.6284578027608887
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.04144393056640038,0.04552825995555289,0.027268905039341703,0.6579710144927536,14.451925356582922,1.0,0.025382034994934743,2.790616528096053,0.9710491614939495,0.4567404426559357,0.641656246950466,0.6284578027608887
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.047089915310228846,0.05129437203435642,0.02750915970929185,0.5841836734693877,11.388845409358122,1.0,0.025093712074302634,2.28154973105848,0.9572726759764772,0.38813559322033897,0.5617014232093597,0.5602417196386751
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.05129437203435642,0.047089915310228846,0.02750915970929185,0.5362997658079626,11.388845409358122,1.0,0.025093712074302634,2.055013162437032,0.9615150999915677,0.38813559322033897,0.5133851119405465,0.5602417196386751
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.056760165775722266,0.04066310288906241,0.026247822692053578,0.4624338624338625,11.372321086649006,1.0,0.023939778231115146,1.7845932436414096,0.9669515324113959,0.3687763713080169,0.4396482203644739,0.553964346283401
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.04066310288906241,0.056760165775722266,0.026247822692053578,0.6454948301329395,11.372321086649006,1.0,0.023939778231115146,2.6607223657076506,0.9507267007881642,0.3687763713080169,0.6241622151606794,0.553964346283401
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0404829118865998,0.05243558171661962,0.020782028950687727,0.5133531157270029,9.790167266596645,1.0,0.01865928391633121,1.9471293229359705,0.9357381023456086,0.2880932556203164,0.48642342949663236,0.45484379726785423
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.05243558171661962,0.0404829118865998,0.020782028950687727,0.39633447880870554,9.790167266596644,1.0,0.01865928391633121,1.5894846639905091,0.9475415938749427,0.2880932556203164,0.37086527309459394,0.45484379726785423
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.0475103609826416,0.05573908342843414,0.023905339660039642,0.5031605562579013,9.02706907450194,1.0,0.02125715568551316,1.9005353308094364,0.933576635859332,0.3012869038607116,0.4738324598395649,0.4660199333013645
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.05573908342843414,0.0475103609826416,0.023905339660039642,0.4288793103448276,9.02706907450194,1.0,0.02125715568551316,1.6677554434115258,0.941712250585668,0.3012869038607116,0.40039170374139454,0.4660199333013645
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05297615472400745,0.0509339900294312,0.02378521232506457,0.4489795918367347,8.814930689256835,1.0,0.02108692538855437,1.7223790551317733,0.9361497258370475,0.29685157421289354,0.41940770992277676,0.4579803619561032
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0509339900294312,0.05297615472400745,0.02378521232506457,0.4669811320754717,8.814930689256835,1.0,0.02108692538855437,1.7767173026416854,0.934135353918912,0.29685157421289354,0.4371642587635268,0.4579803619561032
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0509339900294312,0.059823412817586644,0.02654814102949126,0.5212264150943396,8.712749583238615,1.0,0.023501095917513756,1.9637185860361739,0.9327335087618316,0.3152639087018545,0.4907620638156047,0.482500757747973
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.059823412817586644,0.0509339900294312,0.02654814102949126,0.4437751004016064,8.712749583238613,1.0,0.023501095917513756,1.706263079297268,0.9415525568226986,0.3152639087018545,0.4139239064987244,0.482500757747973
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0509339900294312,0.0672713075860412,0.028289987386629828,0.5554245283018868,8.25648479615903,1.0,0.024863591276775607,2.0980210375783477,0.9260505294687603,0.31462925851703405,0.5233603562172782,0.48798012129380053
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0672713075860412,0.0509339900294312,0.028289987386629828,0.4205357142857143,8.256484796159029,1.0,0.024863591276775607,1.6378334840786393,0.9422708748880082,0.31462925851703405,0.389437320874809,0.48798012129380053
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05297615472400745,0.05021322601958075,0.021803111297975856,0.41156462585034015,8.196339061940566,1.0,0.01914300766717099,1.6140885060707704,0.9271089790529126,0.2678966789667897,0.38045528715501886,0.4228875760830648
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05021322601958075,0.05297615472400745,0.021803111297975856,0.43421052631578955,8.196339061940566,1.0,0.01914300766717099,1.6738095869994292,0.9244120200295499,0.2678966789667897,0.40256047774665943,0.4228875760830648
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0404829118865998,0.0672713075860412,0.021863174965463392,0.5400593471810089,8.028078635014836,1.0,0.019139836547961333,2.027932705441962,0.9123726977248103,0.2545454545454546,0.5068869902258109,0.4325296735905044
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.0672713075860412,0.0404829118865998,0.021863174965463392,0.325,8.028078635014836,1.0,0.019139836547961333,1.4215067972050373,0.9385764599236168,0.2545454545454546,0.29652112676056336,0.4325296735905044
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05243558171661962,0.05021322601958075,0.020902156285662804,0.39862542955326463,7.938654039033856,1.0,0.018269196569457986,1.579359721304583,0.9224006784640134,0.2556943423952976,0.3668320228060648,0.4074466860684984
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05021322601958075,0.05243558171661962,0.020902156285662804,0.4162679425837321,7.938654039033855,1.0,0.018269196569457986,1.6232865854198895,0.9202424020393521,0.2556943423952976,0.38396583266205353,0.4074466860684984
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.059823412817586644,0.05021322601958075,0.02360502132260196,0.39457831325301207,7.858055427451434,1.0,0.020601094773529796,1.5688020346343243,0.9282746082379154,0.27310632383599726,0.36257094399224676,0.4323370035164582
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05021322601958075,0.059823412817586644,0.02360502132260196,0.47009569377990434,7.858055427451433,1.0,0.020601094773529796,1.7742384354051866,0.91888208706432,0.27310632383599726,0.4363778959778718,0.4323370035164582
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05243558171661962,0.05297615472400745,0.021803111297975856,0.41580756013745707,7.848956994023268,1.0,0.01902527580791288,1.6210819939724346,0.9208814938058438,0.2607758620689655,0.3831280566200623,0.4136860929938986
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05297615472400745,0.05243558171661962,0.021803111297975856,0.41156462585034015,7.8489569940232675,1.0,0.01902527580791288,1.6103117859844729,0.921407144433373,0.2607758620689655,0.3790022474507045,0.4136860929938986
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0509339900294312,0.05021322601958075,0.020001201273349752,0.39268867924528306,7.820423230567845,1.0,0.01744364131992285,1.5639207462823215,0.9189346931894872,0.24648408586232426,0.36058140901503305,0.39550701904847885
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05021322601958075,0.0509339900294312,0.020001201273349752,0.3983253588516747,7.820423230567844,1.0,0.01744364131992285,1.5773741239272276,0.9182373418761203,0.24648408586232426,0.3660349914259561,0.39550701904847885
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05297615472400745,0.059823412817586644,0.02414559432998979,0.45578231292517,7.618794907521241,1.0,0.020976379956447147,1.7275744789476843,0.9173429484782594,0.27235772357723576,0.4211537550559737,0.42969838537824767
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.059823412817586644,0.05297615472400745,0.02414559432998979,0.40361445783132527,7.618794907521241,1.0,0.020976379956447147,1.5879389728870177,0.9240239103466885,0.27235772357723576,0.370252876795442,0.42969838537824767
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05243558171661962,0.0509339900294312,0.02006126494083729,0.3825887743413517,7.511462858501373,1.0,0.01739051154449556,1.5371699938855408,0.9148403244221497,0.24080749819754865,0.34945386393324246,0.38822834943482676
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0509339900294312,0.05243558171661962,0.02006126494083729,0.3938679245283019,7.511462858501372,1.0,0.01739051154449556,1.5632969391134368,0.9133928838734152,0.24080749819754865,0.3603262598549505,0.38822834943482676
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05243558171661962,0.059823412817586644,0.02336476665265181,0.4455899198167239,7.448420256052848,1.0,0.020227891201288175,1.6958143814261297,0.9136511742805445,0.26283783783783776,0.4103128202279842,0.4180760844063539
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.059823412817586644,0.05243558171661962,0.02336476665265181,0.3905622489959839,7.448420256052847,1.0,0.020227891201288175,1.5548173980399453,0.920830570845836,0.26283783783783776,0.35683765742483115,0.4180760844063539
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03735960117724788,0.08691212685446574,0.023725148657577032,0.635048231511254,7.306785077008201,1.0,0.020478146260827817,2.5019412206895257,0.8966389786854936,0.23596176821983272,0.6003103543238303,0.45401340393807343
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.08691212685446574,0.03735960117724788,0.023725148657577032,0.27297857636489287,7.306785077008201,1.0,0.020478146260827817,1.3240880770879488,0.9452988364289174,0.23596176821983272,0.24476323191483756,0.45401340393807343
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0672713075860412,0.05021322601958075,0.024626103669890084,0.3660714285714286,7.290338773069037,1.0,0.02124819429743946,1.4982551927578445,0.925062314568023,0.26520051746442436,0.3325569603671482,0.428251025290499
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05021322601958075,0.0672713075860412,0.024626103669890084,0.49043062200956944,7.290338773069037,1.0,0.02124819429743946,1.8304253212630743,0.9084482819785511,0.26520051746442436,0.4536788863312075,0.428251025290499
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0672713075860412,0.059823412817586644,0.029070815063967807,0.43214285714285716,7.223640992541595,1.0,0.025046415859469214,1.6556568830885268,0.9237044633634005,0.2965686274509804,0.3960101212912176,0.4590433161216294
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.059823412817586644,0.0672713075860412,0.029070815063967807,0.4859437751004016,7.223640992541595,1.0,0.025046415859469214,1.8144487844615296,0.9163870575333959,0.2965686274509804,0.4488684340039015,0.4590433161216294
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.048771697999879876,0.08691212685446574,0.030392215748693614,0.6231527093596059,7.169916695320026,1.0,0.026153363745220364,2.422965205863313,0.9046496659022089,0.2886480319452367,0.5872825587506959,0.48642086055402545
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08691212685446574,0.048771697999879876,0.030392215748693614,0.349689011748445,7.169916695320025,1.0,0.026153363745220364,1.4627283241170814,0.9424376239240416,0.2886480319452367,0.3163460476479043,0.48642086055402545
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0672713075860412,0.05243558171661962,0.024626103669890084,0.3660714285714286,6.981355342824415,1.0,0.021098693523778366,1.4947495048977268,0.9185536423591423,0.25900189513581806,0.3309915830556361,0.417858165603011
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05243558171661962,0.0672713075860412,0.024626103669890084,0.46964490263459335,6.981355342824415,1.0,0.021098693523778366,1.7586871457394948,0.9041721293227131,0.25900189513581806,0.4313940359304105,0.417858165603011
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0672713075860412,0.05297615472400745,0.024806294672352694,0.36875,6.960678854875284,1.0,0.021242519473188278,1.500235794496622,0.9180974688144979,0.2599118942731278,0.3334381144161857,0.41850198412698414
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05297615472400745,0.0672713075860412,0.024806294672352694,0.46825396825396826,6.960678854875283,1.0,0.021242519473188278,1.7540867946889376,0.9042389543489782,0.2599118942731278,0.4299027830163125,0.41850198412698414
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04480749594570244,0.0672713075860412,0.020001201273349752,0.4463806970509384,6.635528772500958,1.0,0.016986942431426108,1.6847835461036644,0.8891360706112639,0.21722113502935422,0.40645194315159205,0.3718510628111835
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.0672713075860412,0.04480749594570244,0.020001201273349752,0.29732142857142857,6.635528772500957,1.0,0.016986942431426108,1.3593590909031934,0.9105499987720349,0.21722113502935422,0.2643592067085276,0.3718510628111835
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.08691212685446574,0.043245840591026485,0.02450597633491501,0.2819626814098134,6.519995392766644,1.0,0.020747388351539713,1.33245742893627,0.9272115898062948,0.23194997157475836,0.24950697989779544,0.4243146740382401
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.043245840591026485,0.08691212685446574,0.02450597633491501,0.5666666666666668,6.519995392766644,1.0,0.020747388351539713,2.1071258611050796,0.8848936272355638,0.23194997157475836,0.5254199008902338,0.4243146740382401
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.08691212685446574,0.03759985584719803,0.020842092618175267,0.2398064961990325,6.377856797472352,1.0,0.017574209177073967,1.265993644171913,0.9234680936491368,0.2010428736964079,0.21010661893638471,0.39705979762028304
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03759985584719803,0.08691212685446574,0.020842092618175267,0.5543130990415336,6.377856797472351,1.0,0.017574209177073967,2.0487204608928478,0.8761506559105149,0.2010428736964079,0.5118904608566301,0.39705979762028304
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.08468977115742687,0.04072316655654994,0.02114241095561295,0.24964539007092199,6.130303981254838,1.0,0.017693575299132958,1.2784313186722729,0.9143085325331536,0.20276497695852533,0.21779137807844093,0.38440971568442855
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04072316655654994,0.08468977115742687,0.02114241095561295,0.5191740412979351,6.130303981254838,1.0,0.017693575299132958,1.9036206599854744,0.8724029633255731,0.20276497695852533,0.47468525582842186,0.38440971568442855
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03856087452699862,0.11315994954651931,0.025707249684665746,0.6666666666666666,5.891365888181174,1.0,0.02134370306872092,2.660520151360442,0.8635596926344725,0.20400381315538607,0.6241336493960943,0.4469214437367304
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.11315994954651931,0.03856087452699862,0.025707249684665746,0.22717622080679406,5.891365888181174,1.0,0.02134370306872092,1.2440599673016033,0.9362004740941415,0.20400381315538607,0.1961802274137761,0.4469214437367304
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.08691212685446574,0.04498768694816505,0.02240374797285122,0.2577747062888735,5.729894639523972,1.0,0.018493772417923306,1.2866879115325933,0.90404959415175,0.20460778935820073,0.22281076006311037,0.3778860180309521
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04498768694816505,0.08691212685446574,0.02240374797285122,0.49799732977303074,5.729894639523972,1.0,0.018493772417923306,1.8188904707074605,0.8643623855531386,0.20460778935820073,0.4502142838699637,0.3778860180309521
frozenset({'SPOTTY BUNTING'}),frozenset({'PARTY BUNTING'}),0.054537810078683406,0.07754219472641,0.021562856628025706,0.395374449339207,5.098829749843887,1.0,0.017333875138952473,1.5256679183759922,0.850247185507605,0.19510869565217387,0.3445493688662884,0.3367267289298669
frozenset({'PARTY BUNTING'}),frozenset({'SPOTTY BUNTING'}),0.07754219472641,0.054537810078683406,0.021562856628025706,0.2780790085205267,5.098829749843886,1.0,0.017333875138952473,1.309647733034785,0.871450771394401,0.19510869565217387,0.2364358943433231,0.3367267289298669
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.08691212685446574,0.0672713075860412,0.02264400264280137,0.26053904630269525,3.872959448119262,1.0,0.016797310224217574,1.2613630074046716,0.8124075884193653,0.17214611872146118,0.2072068118934621,0.2985730945799191
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0672713075860412,0.08691212685446574,0.02264400264280137,0.3366071428571429,3.8729594481192615,1.0,0.016797310224217574,1.3763908720363371,0.7953004159412191,0.17214611872146118,0.2734621971733043,0.2985730945799191
